"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
39,3,51264,2,7,3,9,4,5,2,0,0,40,3,1
57,3,197642,16,10,3,9,2,5,1,0,0,40,3,1
30,3,229895,1,6,3,9,5,5,1,0,0,40,3,1
37,3,167415,15,15,1,11,1,5,2,0,0,60,3,2
51,3,166934,12,9,1,8,1,5,2,0,0,40,3,2
38,3,305597,12,9,2,15,5,5,2,0,0,40,3,1
34,3,301591,12,9,2,5,5,5,1,0,0,35,3,1
47,2,229646,12,9,1,2,2,3,1,0,0,40,3,1
28,4,51461,12,9,1,6,1,5,2,0,0,40,3,1
25,3,206600,1,6,2,9,2,5,2,0,0,24,3,1
25,3,176836,16,10,2,5,2,5,1,0,0,60,3,1
50,3,204447,13,14,1,5,1,5,2,15024,0,65,3,2
50,3,33304,12,9,1,4,1,5,2,0,0,40,3,2
43,3,174051,10,13,1,4,1,5,2,0,0,48,3,1
27,3,38918,12,9,2,15,2,5,2,0,1876,75,3,1
32,3,170017,12,9,1,4,1,5,2,0,0,50,3,1
44,3,98466,1,6,2,6,5,5,2,0,0,35,3,1
19,3,188864,12,9,2,13,5,3,1,0,0,20,3,1
53,4,137815,16,10,3,5,2,5,2,0,0,40,3,2
21,3,43475,12,9,2,12,2,5,2,0,0,40,3,1
26,3,557236,12,9,2,15,2,5,2,0,0,40,3,1
68,3,32779,12,9,1,15,1,5,2,0,419,12,3,1
31,3,161765,16,10,1,13,1,5,2,0,2051,57,3,1
32,3,207668,10,13,2,5,3,5,2,0,2444,50,3,2
33,3,171215,13,14,2,2,4,5,2,0,0,40,3,1
24,3,183751,2,7,1,4,1,5,2,0,0,65,3,1
30,3,149507,12,9,1,13,1,5,2,0,0,42,3,1
49,3,98092,12,9,1,4,1,5,2,0,0,40,3,2
18,3,123714,2,7,2,7,2,3,2,0,0,40,3,1
30,5,190385,16,10,2,2,2,5,1,0,0,37,3,1
51,3,334273,12,9,1,4,1,5,2,0,0,40,3,1
52,3,343440,16,10,1,11,1,5,2,0,0,40,3,1
52,3,208302,12,9,3,9,3,5,2,0,0,30,3,1
23,5,280164,12,9,2,9,4,3,2,0,0,32,3,1
23,4,174714,1,6,2,4,2,5,2,0,0,60,3,1
36,3,184655,12,9,1,8,1,5,2,0,0,48,3,1
19,3,140459,2,7,2,4,3,5,2,0,0,25,3,1
53,4,108815,12,9,1,4,1,5,2,0,0,60,3,1
17,3,152652,2,7,2,7,4,5,2,0,0,25,3,1
69,3,269499,12,9,3,7,2,5,1,0,0,8,3,1
46,5,33373,10,13,3,11,5,5,1,0,0,40,3,1
33,3,243674,12,9,3,14,2,5,2,0,0,46,3,1
40,3,225432,16,10,1,8,1,5,2,0,0,45,3,1
56,3,215839,16,10,1,15,1,5,2,0,0,60,4,1
29,5,195520,13,14,1,11,1,5,2,0,0,40,3,1
41,3,70092,16,10,3,2,5,5,1,0,0,38,3,1
22,3,189888,12,9,1,13,1,5,2,0,0,45,3,1
28,3,64307,6,4,1,4,1,5,2,0,0,40,3,1
31,3,94235,10,13,1,4,1,5,2,0,0,46,3,1
35,3,62333,10,13,2,11,2,5,1,0,0,40,3,1
38,3,260997,16,10,1,8,1,3,2,0,0,40,3,1
17,3,146268,1,6,2,9,4,5,1,0,0,10,3,1
39,3,147258,1,6,1,4,1,5,2,0,0,40,3,1
27,4,207948,16,10,2,9,2,3,2,0,0,40,3,1
50,3,180607,12,9,2,2,4,5,1,0,0,40,3,1
56,5,104996,12,9,1,15,1,5,2,0,0,40,3,1
80,4,562336,12,9,1,6,1,5,2,0,0,20,3,1
38,4,334366,16,10,1,6,6,5,1,0,0,15,3,1
52,5,142757,12,9,1,12,1,3,2,0,0,40,3,2
26,5,220656,10,13,2,11,4,3,2,0,0,38,2,1
43,3,96483,12,9,3,9,4,2,1,0,0,40,4,1
45,3,51744,10,13,2,5,2,5,1,0,0,42,3,1
41,4,114967,9,11,1,5,1,3,2,0,0,40,3,2
30,3,393965,8,12,3,2,2,5,1,0,0,25,3,1
24,3,41838,16,10,1,4,1,5,2,2407,0,40,3,1
43,5,143046,16,10,3,9,5,5,1,0,0,20,3,1
44,3,209174,10,13,1,5,1,5,2,0,0,70,3,2
54,3,183248,12,9,3,15,2,3,2,0,0,40,3,1
23,3,102942,10,13,2,11,4,5,1,0,2258,40,3,2
33,4,427474,12,9,1,13,1,5,2,0,0,60,3,2
18,3,338632,2,7,2,9,4,5,2,0,0,16,3,1
38,3,89559,16,10,3,11,5,5,1,0,0,40,2,1
41,4,32533,9,11,1,6,1,5,2,0,0,45,3,1
66,4,112376,6,4,1,4,1,5,2,0,0,40,3,2
58,4,147653,1,6,1,4,6,5,1,0,1977,35,4,2
60,4,44915,13,14,3,11,5,5,1,0,0,10,3,1
24,5,111450,1,6,2,4,5,3,2,0,0,65,3,1
61,3,171429,2,7,3,9,5,5,1,0,0,36,3,1
35,5,190964,10,13,1,4,1,5,2,0,0,40,3,1
19,3,109005,16,10,2,11,4,5,1,0,0,40,3,1
52,3,404453,12,9,2,2,5,3,1,0,0,40,3,1
38,4,280169,10,13,1,13,1,5,2,7298,0,50,3,2
39,4,163204,12,9,1,13,1,5,2,0,0,40,3,1
33,4,192256,10,13,1,4,1,5,2,0,0,50,3,1
52,3,181755,12,9,3,2,5,5,1,0,0,40,3,1
41,3,183105,12,9,3,8,5,5,1,0,0,44,3,1
37,3,335168,16,10,1,13,1,5,2,0,0,55,3,1
38,5,86643,10,13,1,11,1,5,2,0,0,45,3,2
27,3,180262,16,10,2,5,2,5,1,0,0,40,3,1
38,3,127865,13,14,2,2,5,5,1,0,0,40,3,1
38,4,146042,10,13,1,11,1,2,2,3103,0,60,3,2
49,4,102110,12,9,1,14,1,5,2,0,0,30,3,2
38,3,152237,10,13,2,13,2,5,2,0,0,45,4,2
22,3,202745,12,9,2,8,3,5,2,0,0,55,3,1
40,2,199303,8,12,1,11,1,5,2,0,0,40,3,2
20,3,266467,12,9,1,4,1,5,2,0,0,40,3,1
34,2,345259,11,16,2,11,2,5,1,0,0,99,3,1
24,3,204935,13,14,2,2,2,5,2,0,0,56,3,1
58,2,244830,10,13,3,11,2,5,2,4787,0,40,3,2
24,3,190457,16,10,2,2,4,5,1,0,0,40,3,1
43,3,180138,12,9,2,4,2,5,2,0,0,45,3,1
38,3,166585,12,9,2,5,4,5,1,0,0,40,3,1
42,3,29962,12,9,1,4,1,5,2,0,0,40,3,1
27,3,191129,16,10,1,8,1,5,2,0,0,40,3,1
18,3,378707,1,6,2,13,4,5,1,0,0,20,3,1
37,3,116358,12,9,2,4,3,1,2,27828,0,48,3,2
48,3,240629,12,9,3,15,2,5,2,0,0,65,3,1
40,3,233320,6,4,3,9,2,5,1,0,0,25,3,1
50,4,302708,10,13,1,5,1,2,2,7688,0,50,1,2
57,3,29375,12,9,3,13,2,1,1,0,0,35,3,1
36,5,137314,16,10,1,12,1,5,2,0,0,60,3,2
41,3,140886,12,9,1,6,1,5,2,0,0,40,3,1
90,3,226968,6,4,1,8,1,5,2,0,0,40,3,1
66,3,151793,6,4,3,9,2,3,1,0,0,10,3,1
34,4,56460,12,9,1,6,6,5,1,0,2179,12,3,1
23,3,72887,12,9,2,4,4,2,2,0,0,1,1,1
35,3,261646,12,9,1,12,1,5,2,0,0,55,3,1
32,3,178615,12,9,1,4,1,5,2,2407,0,40,3,1
33,3,295589,10,13,2,11,2,3,2,0,0,50,3,2
32,4,377836,9,11,1,5,1,5,2,0,0,40,3,1
31,3,56510,16,10,1,4,1,2,2,0,0,40,3,1
32,4,337696,16,10,1,13,1,5,2,0,0,50,3,1
40,3,183765,12,9,1,9,1,5,2,0,0,40,3,1
27,4,107846,12,9,2,12,2,5,2,0,0,30,3,1
34,5,22641,12,9,2,12,2,1,2,0,0,40,3,1
35,3,204590,9,11,1,9,6,3,1,0,0,40,3,2
29,3,114801,16,10,1,5,1,5,2,0,0,40,3,1
41,3,190591,12,9,3,9,5,3,1,0,0,20,3,1
33,5,220066,11,16,1,11,6,5,1,0,0,48,3,2
52,3,128378,10,13,1,11,1,5,2,0,0,40,3,2
20,3,157595,12,9,1,4,1,5,2,0,0,40,3,1
18,5,152171,2,7,2,12,4,5,2,0,0,10,3,1
63,3,339755,10,13,1,11,1,5,2,0,0,50,4,2
49,3,240841,6,4,3,9,5,5,1,0,0,35,3,1
58,3,94345,12,9,1,13,1,5,2,0,0,40,3,1
23,4,289116,12,9,3,9,5,5,1,0,0,50,3,1
59,3,176647,12,9,1,4,1,5,2,0,0,40,3,2
49,4,79627,16,10,1,5,1,5,2,0,0,40,3,1
23,5,210781,10,13,2,11,4,5,1,0,0,15,3,1
20,3,493443,2,7,2,7,2,5,2,0,0,40,3,1
36,3,86459,9,11,1,5,1,5,2,0,1887,50,3,2
64,3,312242,16,10,3,5,2,5,1,0,0,3,3,1
34,3,185408,16,10,2,5,2,5,1,0,0,40,3,1
63,3,101077,8,12,1,2,3,5,1,0,0,35,3,1
51,3,147200,12,9,2,2,2,3,1,0,0,40,3,1
40,5,166327,16,10,3,2,2,3,1,0,0,35,3,1
55,3,178644,7,5,1,4,1,5,2,0,0,55,3,1
35,3,126675,12,9,3,4,2,5,2,0,0,46,4,1
30,3,158420,10,13,2,8,2,5,2,0,0,25,3,1
29,3,46609,1,6,2,4,2,3,2,0,0,40,4,1
32,4,37232,15,15,1,11,1,5,2,7688,0,45,3,2
55,3,141877,10,13,1,8,1,5,2,0,0,40,3,1
47,5,81654,16,10,3,5,2,5,2,0,0,56,3,2
50,3,177705,10,13,3,9,2,5,2,0,0,40,3,1
42,3,124792,12,9,1,4,1,3,2,7688,0,45,3,2
32,4,129497,16,10,1,4,1,5,2,0,0,55,3,2
60,3,114413,8,12,1,13,1,5,2,0,0,30,3,1
53,3,189511,12,9,1,4,1,5,2,0,0,40,3,1
58,3,111625,10,13,3,5,5,5,2,8614,0,40,3,2
45,3,246431,10,13,2,11,2,5,2,0,0,30,3,1
31,3,147654,12,9,2,5,4,5,2,0,0,40,3,1
32,4,443546,12,9,2,4,2,5,2,0,0,40,3,1
37,3,281751,16,10,3,9,5,5,1,0,0,30,3,1
28,3,263128,16,10,2,2,2,5,1,0,0,60,3,1
26,3,292692,3,8,2,4,2,5,2,0,0,40,3,1
47,4,96798,12,9,1,5,1,5,2,0,0,80,3,2
34,3,430554,16,10,1,5,1,5,2,0,0,50,3,2
42,3,317078,12,9,3,8,2,3,2,0,0,40,3,1
48,3,108557,10,13,1,14,6,5,1,99999,0,40,3,2
32,3,207400,12,9,2,8,5,3,1,0,0,40,3,1
35,3,187089,9,11,1,5,6,5,1,0,0,42,3,2
46,5,398986,11,16,1,11,6,5,1,0,1902,52,3,2
38,3,238980,16,10,1,9,1,5,2,0,0,40,3,1
35,3,183800,10,13,1,2,1,5,2,0,0,40,3,2
45,3,287190,8,12,3,2,5,3,2,0,0,35,3,1
31,3,111363,10,13,2,5,2,5,2,0,0,40,3,1
52,4,260938,16,10,1,5,1,5,2,0,0,60,3,2
20,3,183594,16,10,2,7,4,5,2,0,0,50,3,1
24,3,172496,13,14,2,14,2,5,2,0,0,50,3,1
29,3,389713,9,11,1,4,1,5,2,0,0,40,3,2
23,3,174413,10,13,2,5,2,5,1,0,0,40,3,1
34,5,189843,12,9,1,2,1,5,2,0,0,40,3,1
54,3,198546,13,14,3,2,5,5,1,0,0,38,3,1
21,3,82497,16,10,2,9,2,5,1,0,0,30,3,1
23,3,193090,10,13,2,2,4,5,1,0,0,30,3,1
79,3,172220,6,4,3,10,2,5,1,2964,0,30,3,1
55,3,208451,13,14,1,5,1,5,2,0,0,40,3,2
60,3,163729,12,9,3,14,5,5,1,2597,0,40,3,1
37,3,434097,8,12,3,4,2,3,2,0,0,40,3,1
47,3,192053,12,9,3,15,2,5,2,0,1590,40,3,1
20,5,178628,16,10,2,2,4,5,2,0,0,40,3,1
53,3,96827,10,13,2,9,2,5,2,0,0,40,3,1
34,3,154667,12,9,1,8,6,5,1,0,0,40,3,1
43,3,160246,16,10,3,11,5,3,1,0,0,40,3,1
24,4,166036,16,10,1,15,1,5,2,0,0,60,3,1
23,3,186813,12,9,2,12,4,1,2,0,0,40,3,1
29,3,162312,9,11,2,8,2,4,2,0,0,40,3,1
58,3,183893,16,10,3,2,5,3,1,0,0,40,3,1
40,3,111829,13,14,2,2,4,5,1,0,0,40,3,1
43,2,175669,16,10,1,2,6,5,1,0,0,40,3,1
25,5,104097,13,14,2,5,2,5,2,0,0,40,3,1
23,5,117618,10,13,2,11,4,5,2,0,0,24,3,1
34,4,202450,12,9,1,4,1,5,2,0,0,50,3,1
26,3,109570,16,10,3,13,5,5,1,0,0,35,3,1
60,3,101096,11,16,2,11,2,5,1,0,0,65,3,2
39,3,236391,12,9,1,15,1,5,2,0,0,50,3,2
21,3,136975,12,9,2,9,4,5,2,0,0,40,3,1
45,3,167523,12,9,1,15,1,5,2,0,2179,45,3,1
33,3,240979,16,10,2,5,2,5,2,0,0,40,3,1
26,3,248612,10,13,2,5,2,5,2,0,0,70,3,2
39,3,151023,16,10,3,2,5,5,1,114,0,45,3,1
29,3,236436,8,12,2,11,2,5,1,8614,0,40,3,2
52,3,61735,2,7,1,9,1,5,2,0,0,40,3,1
34,3,243165,10,13,1,9,1,5,2,0,0,30,3,2
24,3,388885,12,9,2,8,2,5,2,0,0,48,3,1
77,4,84979,11,16,1,6,1,5,2,20051,0,40,3,2
34,4,87209,13,14,1,6,1,5,2,0,0,60,3,1
53,4,168539,7,5,1,6,1,5,2,0,0,70,3,1
31,3,179013,12,9,3,4,2,3,2,0,0,40,3,1
58,3,196643,12,9,3,13,2,5,1,0,0,15,3,1
50,4,68898,13,14,1,13,1,5,2,7688,0,55,3,2
32,3,156464,12,9,1,4,1,5,2,0,0,40,3,1
57,3,35884,12,9,3,9,2,5,1,0,0,40,3,1
32,3,182714,12,9,2,13,2,5,1,0,0,45,3,1
77,3,344425,7,5,1,10,6,3,1,0,0,10,3,1
37,4,177277,16,10,2,4,2,5,2,0,0,40,3,1
51,3,70767,12,9,1,2,3,5,1,0,0,40,3,1
33,4,520078,8,12,3,13,5,3,2,0,0,60,3,1
53,5,321770,12,9,1,15,3,5,1,0,0,35,3,1
32,3,158416,12,9,3,13,2,5,2,0,0,50,3,1
30,3,312667,16,10,1,4,1,5,2,0,0,40,3,1
19,3,208656,16,10,2,2,4,5,1,594,0,20,3,1
33,3,31481,10,13,1,9,5,5,1,0,0,24,3,1
31,3,259531,9,11,2,2,2,5,1,0,0,40,3,1
28,3,186239,16,10,2,2,5,3,1,0,0,40,3,1
19,3,162954,3,8,2,9,4,5,1,0,0,20,3,1
27,3,249315,12,9,1,13,1,5,2,0,0,60,3,1
21,3,308237,5,3,1,7,1,5,2,0,0,40,3,1
24,3,103064,10,13,2,11,2,5,1,0,0,40,3,1
46,3,185847,12,9,3,15,2,5,2,0,0,54,3,1
31,3,168521,10,13,2,5,2,5,1,0,0,40,3,1
60,3,198170,16,10,1,15,1,5,2,0,0,40,3,2
21,3,353628,1,6,3,13,5,3,1,0,0,38,3,1
31,3,272069,9,11,3,15,2,5,2,0,0,40,3,1
26,3,22328,10,13,1,13,1,5,2,0,0,40,3,2
46,3,309212,12,9,3,10,2,5,1,0,0,25,3,1
25,4,148888,12,9,1,5,1,5,2,0,0,60,3,2
23,5,324637,16,10,2,2,2,5,2,0,0,30,3,1
53,4,55139,13,14,1,5,1,5,2,0,0,40,3,2
29,3,119004,12,9,1,2,6,5,1,0,2179,40,3,1
45,3,252079,16,10,1,11,1,5,2,0,0,50,3,2
70,3,315868,10,13,3,2,2,5,2,0,0,40,3,1
55,4,392325,10,13,1,13,1,5,2,99999,0,60,3,2
40,5,174283,11,16,1,11,1,5,2,0,1887,50,3,2
17,3,126832,1,6,2,9,4,5,2,0,0,30,3,1
18,3,126071,12,9,2,4,4,5,2,0,0,40,3,1
34,3,265706,13,14,2,13,5,5,2,0,0,60,3,2
41,3,282964,16,10,3,2,2,5,1,0,0,40,3,1
28,3,328518,10,13,2,2,2,5,2,0,0,40,3,1
23,5,283499,12,9,2,12,4,5,2,0,0,40,3,1
32,3,286675,16,10,2,5,3,5,2,0,0,40,3,1
56,3,136472,6,4,1,8,1,3,2,0,0,48,3,1
36,3,132879,12,9,3,5,5,5,2,0,0,45,3,1
26,3,314798,12,9,2,2,2,5,2,0,0,50,3,1
62,3,143943,10,13,3,14,5,5,1,0,0,7,3,1
35,3,134367,8,12,3,2,5,5,1,0,0,40,3,1
25,5,366796,10,13,2,11,2,5,1,0,0,40,3,1
28,3,195573,12,9,1,15,1,5,2,0,0,50,3,1
21,3,33616,16,10,2,2,4,5,1,0,0,25,3,1
31,3,164190,1,6,1,15,1,5,2,0,0,40,3,1
23,3,380281,8,12,2,9,4,5,2,0,0,25,5,1
58,4,190763,10,13,1,11,1,5,2,0,0,40,3,2
55,5,209535,13,14,1,11,1,5,2,0,0,40,3,2
54,3,156003,12,9,1,4,1,5,2,0,0,40,3,1
33,3,55699,12,9,1,15,1,5,2,3908,0,40,3,1
28,3,183151,2,7,1,7,1,5,2,7688,0,40,3,2
40,3,198790,2,7,1,8,1,5,2,0,0,30,3,1
33,4,272359,10,13,1,13,1,5,2,7298,0,80,3,2
27,3,236481,15,15,2,11,2,2,2,0,0,10,1,1
55,3,143266,12,9,3,2,5,5,2,0,0,25,3,1
53,3,192386,12,9,3,15,5,5,2,0,0,45,3,1
23,3,99543,3,8,2,15,2,5,2,0,0,46,3,1
66,3,169435,12,9,3,4,2,5,2,0,0,16,3,1
34,4,34572,9,11,1,5,1,5,2,0,0,60,3,2
39,3,119272,1,6,3,15,2,5,2,0,0,40,3,1
21,3,211601,16,10,2,2,4,3,1,0,0,40,3,1
26,3,154785,16,10,1,2,4,4,1,0,0,35,3,1
21,3,213041,12,9,2,2,4,5,1,0,0,40,3,1
59,3,229939,12,9,1,13,1,5,2,0,0,40,3,1
61,3,175331,1,6,1,15,1,5,2,0,0,40,3,1
30,3,226443,10,13,1,13,1,5,2,0,0,50,3,2
22,3,46561,9,11,1,8,1,5,2,0,0,40,3,1
47,3,161311,12,9,3,8,5,5,1,0,0,30,3,1
50,3,98215,12,9,3,9,2,5,2,0,0,40,3,1
67,3,118363,10,13,3,5,2,5,1,0,2206,5,3,1
59,5,181242,1,6,1,4,1,5,2,0,0,40,3,1
35,3,356238,8,12,2,9,2,5,1,0,0,80,3,2
56,4,39380,16,10,1,6,2,5,1,27828,0,20,3,2
28,3,315287,12,9,2,2,3,3,2,0,0,40,4,1
34,3,269723,12,9,3,5,5,5,1,2977,0,50,3,1
63,3,34098,1,6,3,6,5,5,1,0,0,56,3,1
48,3,50880,16,10,1,4,1,5,2,0,0,40,2,1
41,2,356934,16,10,1,11,1,5,2,0,0,44,3,2
26,3,276309,16,10,2,7,4,3,1,0,0,20,3,1
47,3,175925,1,6,1,13,1,5,2,0,2179,52,3,1
29,4,164607,9,11,1,6,1,5,2,0,0,50,3,1
30,3,224462,12,9,2,7,4,5,2,0,0,40,3,1
19,3,92863,12,9,2,13,4,5,2,0,0,20,3,1
27,3,179565,10,13,2,2,2,5,1,0,0,37,3,1
59,4,31137,12,9,1,6,1,5,2,0,0,70,3,1
19,3,199495,12,9,2,4,4,5,2,0,0,40,3,1
45,3,175262,7,5,1,7,1,2,2,0,0,40,1,1
37,3,220585,12,9,2,2,2,5,2,0,0,40,3,1
44,5,231793,11,16,1,11,5,5,1,0,0,38,3,1
34,2,191342,10,13,1,2,1,2,2,0,0,38,3,1
30,3,186420,10,13,2,14,2,5,1,0,0,35,3,1
30,3,328242,10,13,1,5,1,2,2,0,0,40,1,2
56,3,279340,2,7,3,9,2,3,1,0,0,40,3,1
19,3,174478,12,9,2,9,4,5,1,0,0,40,3,1
37,3,151771,6,4,1,4,1,5,2,0,0,40,3,1
45,3,145636,13,14,1,5,1,5,2,0,1977,43,3,2
21,3,120326,16,10,2,2,4,5,1,0,0,40,3,1
34,4,246439,12,9,1,6,1,5,2,0,0,45,3,1
27,3,144133,10,13,1,5,3,5,2,0,0,50,3,1
44,5,145522,13,14,2,11,2,5,1,0,0,40,3,1
33,3,312055,10,13,2,5,2,5,2,0,0,40,3,1
32,3,235847,16,10,2,5,3,5,1,0,0,50,3,1
37,3,187748,16,10,1,4,1,5,2,0,0,40,3,1
26,3,396482,10,13,2,13,2,5,1,0,0,48,3,1
49,3,261688,12,9,1,4,1,5,2,5013,0,60,3,1
20,3,39477,16,10,2,11,2,5,1,0,0,30,3,1
37,3,143058,16,10,1,4,1,5,2,0,0,40,3,1
22,3,216867,5,3,1,4,1,5,2,0,0,48,3,1
44,3,230592,10,13,2,14,2,5,2,0,0,35,3,1
30,5,40338,12,9,1,4,1,5,2,0,0,40,3,1
55,5,115457,12,9,1,9,1,5,2,0,0,40,3,1
36,3,374983,2,7,1,8,1,5,2,0,0,40,3,1
29,3,285419,3,8,2,14,2,5,2,0,0,40,3,1
45,5,187581,9,11,1,12,1,5,2,0,0,40,3,1
38,4,299036,10,13,1,13,1,5,2,0,0,55,3,2
42,3,68729,16,10,2,4,2,2,2,0,0,40,3,1
27,3,333990,9,11,2,5,4,5,1,0,0,40,3,1
20,3,117767,16,10,2,2,4,5,2,0,0,25,3,1
43,3,184378,10,13,1,11,1,5,2,0,0,35,3,1
21,3,232591,12,9,2,2,4,5,2,0,0,40,3,1
33,3,143851,10,13,2,11,2,5,1,0,0,40,3,1
36,4,89622,12,9,1,4,1,5,2,0,0,80,3,2
34,3,202498,3,8,1,9,1,5,2,0,0,40,3,1
72,3,268861,6,4,3,9,2,5,1,0,0,99,4,1
54,3,343242,16,10,1,5,1,5,2,0,0,44,3,2
30,3,460408,12,9,1,4,1,5,2,0,0,40,3,2
63,3,205246,12,9,1,8,1,3,2,0,0,40,3,1
36,3,230329,10,13,1,5,1,5,2,0,0,50,3,2
25,3,197871,10,13,2,5,2,5,2,0,0,50,3,1
55,3,194290,12,9,3,4,2,5,2,0,0,40,3,1
44,3,191814,16,10,1,11,1,5,2,0,0,45,3,2
41,3,95168,12,9,2,8,5,3,1,0,0,40,3,1
47,3,386136,8,12,1,11,1,5,2,0,0,40,3,2
41,3,152529,10,13,2,11,2,5,2,0,0,40,3,2
35,3,214891,12,9,1,15,1,4,2,0,0,40,3,1
18,3,133654,12,9,2,2,4,5,1,0,0,40,3,1
23,3,147548,12,9,3,9,5,5,1,0,0,30,3,1
57,3,73051,10,13,1,5,1,5,2,0,0,40,3,1
56,4,60166,4,2,2,5,2,1,2,0,0,65,3,1
25,4,454934,16,10,2,13,4,5,1,0,0,35,3,1
35,4,185621,10,13,2,11,4,5,1,0,0,40,3,1
61,3,101500,9,11,1,2,1,5,2,0,0,40,3,1
36,5,36397,10,13,3,11,2,5,1,0,0,55,3,1
18,3,276540,3,8,2,13,4,3,1,0,0,15,3,1
21,3,293968,16,10,1,13,4,3,1,0,0,20,3,1
32,5,186993,12,9,1,15,1,5,2,0,0,40,3,1
52,3,232132,3,8,1,8,1,5,2,0,0,45,3,2
48,3,176917,12,9,1,4,1,5,2,0,0,55,3,1
40,3,105936,10,13,3,11,2,5,1,0,0,40,3,1
35,3,105821,12,9,1,5,1,5,2,5178,0,40,3,2
42,3,178074,12,9,3,2,2,5,1,0,0,40,3,1
34,3,191930,16,10,1,8,1,3,2,0,0,40,3,1
27,3,130807,8,12,1,14,1,5,2,0,0,40,3,1
47,4,94100,10,13,2,6,2,5,2,0,0,65,3,1
65,4,144822,7,5,1,4,1,5,2,0,0,45,3,1
61,4,102191,13,14,3,5,5,5,1,0,0,99,3,1
18,3,90934,16,10,2,13,4,5,2,0,0,28,3,1
48,3,173243,11,16,1,11,1,5,2,0,0,45,3,2
26,3,258768,16,10,2,15,2,3,2,2174,0,75,3,1
30,3,189759,10,13,2,13,2,5,2,0,0,40,3,1
68,4,69249,12,9,1,6,1,5,2,0,0,50,3,2
23,3,133061,12,9,1,13,1,5,2,0,0,80,3,1
65,4,175202,12,9,1,5,1,5,2,0,0,24,3,1
32,3,27051,10,13,1,2,1,5,2,0,0,44,3,1
44,3,60414,13,14,1,5,1,5,2,0,0,40,3,2
48,5,317360,13,14,1,11,6,5,1,0,0,40,3,2
24,3,258298,9,11,2,14,2,5,2,0,0,45,3,1
58,3,174040,16,10,2,6,2,5,2,0,0,40,3,1
32,5,177566,16,10,1,11,2,5,2,0,0,50,2,1
54,3,162238,13,14,3,5,2,5,2,0,0,50,3,2
35,3,87556,13,14,2,11,2,5,2,0,0,45,3,2
35,3,144322,8,12,3,5,2,5,1,0,0,50,3,1
24,3,190015,12,9,2,13,4,5,2,0,0,40,3,1
50,3,183173,12,9,1,11,1,5,2,99999,0,40,3,2
38,4,151322,12,9,3,4,2,5,2,0,0,40,3,1
57,5,47392,12,9,1,5,1,5,2,0,0,40,3,2
38,3,107125,16,10,2,13,2,5,2,0,0,60,3,1
49,3,265295,12,9,2,4,2,5,2,0,0,40,3,1
25,3,189219,10,13,2,14,4,5,1,0,0,16,3,1
56,3,147989,16,10,1,15,2,5,2,0,0,40,3,1
32,3,185732,2,7,3,9,5,5,1,0,0,40,3,1
22,3,153516,10,13,2,11,2,5,2,0,0,40,3,1
33,3,216145,12,9,1,4,1,5,2,0,0,40,3,1
42,3,202872,16,10,3,2,5,5,1,0,0,12,3,1
62,4,39630,12,9,1,15,1,5,2,0,0,48,3,1
26,5,206721,10,13,2,12,4,5,2,0,0,40,3,1
46,3,358585,16,10,3,4,5,5,2,0,0,40,3,2
33,3,377283,10,13,3,13,2,5,1,0,0,50,3,2
65,6,172949,12,9,1,15,1,5,2,2414,0,20,3,1
46,3,110171,16,10,1,4,1,5,2,7688,0,40,3,2
43,5,223861,9,11,3,5,2,5,1,0,0,40,3,1
43,3,163455,12,9,1,4,1,5,2,0,0,40,3,2
35,3,183892,1,6,1,4,1,5,2,0,0,40,3,1
48,3,47022,12,9,3,7,3,5,1,0,0,48,3,1
55,2,145401,10,13,1,5,1,5,2,0,0,40,3,2
45,3,387074,9,11,1,4,1,5,2,0,0,40,3,1
56,3,105363,10,13,1,5,1,5,2,4508,0,40,3,1
59,2,195467,13,14,2,5,2,5,2,0,0,40,3,1
56,5,170217,12,9,1,4,1,5,2,0,0,40,3,1
21,3,156807,12,9,2,9,4,3,2,0,0,10,3,1
26,3,255193,2,7,1,5,1,5,2,3411,0,40,3,1
38,3,273640,12,9,2,9,5,5,1,0,0,40,3,1
27,3,191177,16,10,2,2,4,5,1,0,0,40,3,1
48,4,184787,6,4,1,4,1,5,2,0,0,50,3,2
37,5,239409,13,14,1,11,1,5,2,0,0,60,3,2
63,4,404547,12,9,1,4,1,5,2,0,0,30,3,1
27,5,23740,12,9,2,15,2,1,2,0,0,38,3,2
20,3,382153,16,10,2,13,4,5,2,0,0,25,3,1
26,3,164488,13,14,1,11,1,5,2,0,1887,40,3,2
51,4,168539,8,12,1,5,1,5,2,0,0,40,3,1
28,3,189530,8,12,1,11,1,5,2,0,0,40,3,2
39,3,89419,9,11,3,9,2,1,1,0,0,40,5,1
35,3,224512,13,14,1,13,1,5,2,0,0,55,3,2
65,3,85787,6,4,1,4,1,5,2,0,0,40,3,1
54,5,279881,9,11,1,15,1,3,2,0,0,40,3,1
39,3,194287,6,4,2,9,4,5,2,0,1602,35,3,1
24,3,141040,16,10,2,2,4,3,1,0,0,40,3,1
36,3,222294,10,13,2,5,2,2,1,0,0,40,3,1
52,3,38795,12,9,3,4,2,5,2,0,0,40,3,2
64,3,182979,12,9,1,8,1,5,2,0,0,40,3,1
43,3,223277,16,10,3,4,2,5,2,0,0,40,3,1
44,3,67065,9,11,2,10,2,5,2,594,0,25,3,1
47,2,160647,12,9,3,2,5,5,1,0,0,40,3,1
